   X   ,   Y    ,   Z   
 -0.273,  -1.150,  +0.063
 -0.622,  +0.485,  -0.746
 -0.830,  -0.352,  -0.280
 -0.208,  +0.819,  -0.108
 -1.974,  +0.786,  -0.840
 +0.538,  +0.035,  -1.089
 +0.695,  +0.070,  -1.281
 -0.704,  -1.280,  +0.045
 -0.060,  -0.568,  +0.982
 +0.701,  -0.081,  +1.552
 -0.950,  -0.799,  -1.893
 +0.299,  +0.084,  +0.716
 +0.841,  -0.080,  +0.115
 -1.402,  +0.664,  -1.068
 -0.642,  -0.672,  +0.352
 +0.632,  +1.266,  +0.147
 +0.932,  +1.081,  -0.889
 +0.461,  +1.669,  -1.303
 -0.369,  -0.387,  +0.635
 +0.506,  +0.375,  +0.986
 +2.473,  -0.807,  +0.446
 +1.501,  +0.325,  +1.357
 -0.724,  +0.259,  -0.364
 +0.445,  +2.202,  -0.302
 -0.758,  -1.276,  -0.030
 +0.839,  +0.300,  +1.678
 -1.153,  -0.344,  +0.740
 +1.136,  -0.900,  -1.073
 -0.152,  +1.342,  -0.820
 +0.353,  +0.229,  +0.876
 -0.872,  +0.560,  +0.414
 +1.598,  -0.216,  -0.333
 +1.692,  +0.514,  +1.032
 +1.921,  -0.325,  +1.264
 -1.119,  +0.705,  -0.084
 +1.559,  -0.350,  -0.610
 -1.350,  -0.865,  +1.130
 -1.255,  -0.033,  +1.020
 -0.196,  +0.711,  +0.299
 +0.464,  -2.892,  -0.449
 +0.599,  -0.356,  +0.910
 +0.335,  +0.780,  -1.028
 -0.238,  +0.387,  -1.892
 +1.205,  -0.854,  -2.919
 +1.357,  +0.635,  +0.329
 -1.126,  -0.038,  -0.648
 -1.768,  +0.712,  +1.285
 -0.758,  -1.071,  -0.693
 -0.344,  -2.075,  +0.129
 +0.036,  +0.937,  +0.209
 -0.026,  -1.911,  -0.579
 +0.835,  -0.751,  +0.808
 +1.773,  -0.531,  -0.275
 +0.901,  -0.052,  -0.477
 +1.399,  -0.304,  +0.164
 -0.055,  +1.273,  +0.212
 +1.154,  -0.822,  +0.075
 -0.596,  -1.653,  +2.015
 -2.978,  +1.526,  -1.242
 -0.464,  -2.673,  -0.248
 -0.748,  +1.388,  +0.197
 -0.537,  +0.245,  -1.525
 +0.142,  -0.255,  -0.853
 +0.461,  +1.124,  -0.810
 -0.464,  +0.884,  -1.206
 -1.607,  -0.522,  -0.866
 -0.896,  -0.076,  -0.551
 +1.817,  -0.671,  -0.160
 -1.289,  +0.942,  +1.249
 -1.193,  -0.142,  +0.317
 -0.141,  +1.061,  +0.084
 -0.280,  -0.302,  +0.202
 +1.007,  +0.397,  +2.027
 +1.107,  -1.263,  +0.584
 -0.665,  +0.127,  +0.024
 -0.139,  -0.507,  -0.853
 -1.137,  -1.818,  +2.963
 -0.368,  -0.045,  -0.050
 +0.626,  +0.134,  -1.290
 -0.909,  +0.661,  -0.392
 -0.185,  +0.223,  +0.920
 -0.127,  -0.736,  +0.231
 -0.083,  -1.250,  -0.528
 +0.182,  -0.005,  -1.025
 +0.435,  +0.089,  +0.709
 +0.205,  +0.720,  -0.633
 +0.047,  +0.957,  +0.020
 -0.579,  -1.382,  +1.207
 -1.891,  +0.615,  -1.957
 +1.216,  -0.305,  +0.642
 +0.042,  -0.844,  -0.507
 +1.350,  +0.871,  +1.976
 +1.881,  -0.553,  -0.154
 -0.936,  -0.739,  +0.409
 +0.953,  +0.485,  +1.196
 +0.526,  -0.657,  +0.186
 -0.727,  -0.261,  -1.185
 -1.322,  +0.082,  +1.556
 -0.024,  +0.737,  +0.347
 +0.054,  -0.210,  +1.203
 +0.768,  +0.435,  -0.897
 -0.049,  +0.335,  -1.106
 +1.330,  -1.300,  +0.213
 +0.640,  +0.904,  -0.804
 -0.445,  +2.101,  +0.934
 +0.231,  -1.380,  +0.046
 +0.157,  +0.358,  +1.412
 +0.855,  +0.184,  +0.131
 -1.880,  +0.206,  -0.255
 -0.897,  -0.229,  -0.946
 -1.307,  +0.435,  -0.812
 +1.154,  -0.542,  -0.828
 +2.064,  -0.920,  +0.105
 -0.249,  +0.354,  -0.274
 +0.880,  +0.396,  -0.645
 -0.064,  -0.393,  +0.049
 +1.395,  -0.165,  +0.771
 -0.277,  +0.874,  -0.911
 +0.287,  +0.430,  -0.365
 +2.112,  -0.108,  +0.780
 -0.793,  +0.511,  -0.128
 -0.707,  +0.072,  -0.427
 -0.041,  -1.081,  -0.913
 +0.394,  -0.740,  -0.771
 +1.049,  -1.925,  +1.027
 +1.155,  +1.785,  +0.784
 -2.232,  -1.236,  -0.779
 -0.896,  -0.800,  -2.007
 -0.708,  +0.227,  +2.416
 +1.017,  -0.146,  -1.408
 -0.554,  -0.232,  -0.078
 +0.882,  +0.694,  +0.867
 -2.454,  +0.609,  -0.551
 -0.963,  +0.622,  +0.275
 +0.947,  -1.154,  -2.546
 -1.332,  +0.766,  +0.600
 -0.461,  -0.236,  +1.241
 +0.709,  -1.206,  -0.116
 +0.662,  -0.155,  -1.456
 -1.005,  +0.262,  -1.125
 +0.855,  -0.778,  +1.548
 +0.236,  +0.208,  -1.574
 -0.684,  +0.335,  -2.213
 -0.320,  +0.039,  -0.140
 +0.467,  -0.477,  -0.189
 +0.654,  +1.912,  +3.276
 +0.494,  +1.620,  -0.300
 +0.262,  +1.858,  -0.130
 +0.033,  -0.561,  -2.153
 +0.161,  -0.260,  +0.870
 -0.819,  -0.011,  +0.483
 +1.035,  +0.157,  -0.232
 -1.331,  +1.442,  +0.156
 -0.640,  +0.457,  +0.142
 +0.288,  +1.171,  +0.286
 +1.271,  -0.848,  +1.413
 +0.030,  -1.130,  +1.390
 -0.953,  -0.448,  -0.317
 -2.205,  +1.071,  +0.061
 -0.481,  +0.785,  +2.863
 +0.026,  -0.555,  +0.990
 +0.767,  -0.287,  +0.600
 +1.051,  +2.153,  -1.548
 +0.118,  +0.542,  +0.645
 -1.003,  -0.173,  -0.445
 -0.253,  -0.887,  +0.754
 +2.222,  +0.560,  +0.197
 +0.110,  -0.307,  -2.504
 +1.637,  +2.142,  +0.005
 -0.915,  +1.569,  +1.509
 -1.645,  -1.380,  -0.916
 +1.111,  +1.676,  -1.365
 +0.326,  +0.847,  -0.221
 -0.484,  +0.082,  +0.251
 +0.229,  -1.605,  +0.588
 -2.275,  +0.890,  -0.657
 -0.198,  -1.141,  +1.354
 +1.140,  +0.777,  -0.380
 -0.951,  +0.119,  -0.716
 +0.419,  -1.317,  -0.384
 -0.373,  -0.105,  +0.196
 +0.824,  -1.001,  -0.257
 +0.258,  +1.277,  +0.422
 -1.144,  -0.263,  +0.375
 -0.540,  -0.376,  -0.289
 -0.586,  +0.034,  -0.667
 +0.942,  +0.615,  -1.215
 +0.559,  +0.036,  +0.359
 +0.854,  +1.190,  -2.461
 +1.384,  -1.130,  -0.683
 +1.065,  -0.601,  -0.396
 -1.844,  +0.305,  +1.353
 -1.525,  +2.116,  -0.266
 -1.576,  +0.551,  -0.263
 -1.802,  -1.245,  -1.550
 +0.010,  +1.365,  +0.232
 +1.401,  -1.269,  +0.257
 -0.889,  +0.728,  +0.851
 +0.384,  +0.534,  +0.071
 +0.758,  -0.331,  -0.560
 +0.717,  -1.673,  +0.254
 -0.699,  -0.186,  +1.373
 -0.570,  +0.664,  -0.646
 -0.422,  +1.617,  +0.746
 -0.769,  +1.186,  -1.314
 +0.603,  -0.613,  +0.200
 +0.212,  -1.587,  -0.405
 -0.657,  -0.082,  +0.570
 -0.964,  -1.193,  +1.444
 +0.843,  +0.154,  +0.169
 -0.978,  -1.075,  -1.261
 -1.645,  -0.695,  -0.271
 -0.544,  -0.457,  +0.023
 +1.963,  +0.652,  -0.214
 +0.048,  -0.837,  -0.978
 +0.256,  -0.575,  +2.616
 -1.101,  -1.083,  +3.165
 +0.540,  +1.601,  +0.670
 +1.199,  -0.818,  +0.456
 -0.381,  -1.232,  +0.763
 +1.456,  -0.921,  +0.963
 +0.045,  -1.679,  -0.226
 +0.224,  -1.025,  +0.554
 -0.874,  +1.947,  +0.286
 -0.603,  +0.233,  +0.344
 +0.453,  -1.333,  -0.752
 +0.822,  +1.084,  -0.751
 -0.295,  +0.388,  +1.467
 +0.076,  +1.614,  -0.914
 -1.248,  -1.067,  -0.116
 -0.593,  -0.443,  +0.988
 +0.722,  -1.317,  -0.704
 -0.956,  +0.332,  -0.657
 +0.592,  +0.955,  +0.619
 +1.269,  -0.750,  -0.749
 -0.597,  -1.194,  -0.194
 -0.625,  +1.719,  -0.261
 +1.073,  +0.619,  +0.014
 +0.819,  +1.453,  +1.211
 +0.993,  +0.952,  +0.074
 +0.620,  -1.394,  +1.075
 +0.100,  +0.913,  +0.532
 -0.320,  +0.702,  -1.421
 +0.932,  -0.501,  -0.666
 -0.043,  -2.436,  +1.947
 +0.738,  +0.234,  -0.857
 -0.869,  +1.117,  -0.271
 +1.379,  -0.158,  +1.942
 +1.997,  +0.450,  +0.358
 -0.246,  +0.635,  -0.723
 +0.251,  -0.921,  +0.807
 +0.411,  +1.021,  -1.291
 +1.119,  -1.274,  -0.286
 +0.008,  +0.214,  +0.963
 +0.235,  -0.959,  -0.615
 +0.156,  -0.246,  -0.452
 -0.041,  -1.006,  +0.700
 -0.525,  +1.496,  +0.905
 -2.547,  -0.252,  +0.732
 -0.054,  +1.048,  +0.378
 -0.193,  -0.368,  +0.038
 -2.372,  +0.604,  -0.133
 -1.434,  +1.321,  +0.932
 -0.455,  -1.213,  -1.656
 +0.281,  -0.089,  +0.475
 +0.549,  -1.335,  +2.569
 -0.651,  +1.230,  -1.169
 -0.903,  +0.269,  -1.663
 +0.917,  +0.697,  -0.015
 -0.017,  +0.679,  -0.731
 -0.040,  -0.579,  +0.262
 +0.689,  +0.450,  +0.021
 -0.039,  -0.887,  -0.807
 +0.331,  +0.350,  -3.749
 +0.404,  -0.191,  -0.258
 +1.184,  -1.944,  +1.666
 +0.413,  -0.017,  -2.333
 +0.116,  -1.526,  +1.665
 +1.019,  -0.148,  +0.571
 -0.739,  -0.044,  -0.239
 +0.533,  +2.134,  -0.775
 +1.217,  +0.499,  +1.162
 -0.884,  +0.735,  +0.393
 -0.906,  -0.721,  -1.443
 +0.284,  +0.688,  -1.027
 -0.341,  +0.705,  +1.130
 -1.715,  +1.258,  -1.040
 +0.039,  -1.751,  -1.419
 +0.626,  -0.034,  -0.949
 -1.394,  +0.683,  +0.160
 -0.737,  -1.828,  +0.116
 +0.482,  +0.508,  +1.515
 -0.182,  +0.179,  +1.941
 +1.781,  +0.231,  -0.804
 +0.993,  +0.504,  -0.023
 -0.171,  -0.520,  +0.321
 -0.166,  +0.116,  +1.078
 -0.203,  +1.259,  +0.036
 -0.178,  +0.112,  +0.750
 -0.283,  -0.462,  +0.068
 -0.364,  -0.941,  +3.234
 +0.646,  -0.923,  -2.391
 -0.073,  -2.033,  +0.441
 -0.446,  +0.452,  -0.537
 +1.973,  +0.835,  -0.464
 -2.315,  -0.757,  +1.251
 -0.854,  +0.692,  +1.016
 -1.758,  -0.090,  -0.462
 +0.995,  +0.058,  +0.431
 -2.057,  -0.067,  -0.188
 +1.141,  -1.370,  +0.114
 -1.392,  +0.675,  +0.391
 +0.080,  -0.778,  -0.391
 +1.137,  +0.330,  +0.557
 +0.073,  +1.180,  -0.978
 -0.219,  -1.344,  +0.106
 +0.384,  +1.196,  -0.389
 +1.930,  +1.024,  -0.592
 +0.376,  -0.298,  -1.423
 +2.162,  +0.186,  +1.604
 +2.897,  -1.200,  +1.174
 +0.530,  -0.093,  +0.829
 +0.591,  +0.688,  +0.192
 +0.339,  +2.606,  -0.450
 -0.139,  +0.262,  -0.030
 -0.849,  -1.078,  -0.301
 -0.338,  +1.609,  +2.976
 -1.059,  -1.662,  +0.489
 +0.675,  -0.306,  -0.503
 -0.321,  -0.214,  -1.941
 -0.752,  -1.362,  +0.488
 -0.425,  -0.807,  -0.397
 -0.250,  +0.202,  +0.261
 +0.741,  +0.030,  -1.964
 +0.827,  -0.209,  +0.351
 +0.787,  -1.535,  -0.771
 +0.904,  -2.028,  +1.769
 -0.261,  +0.072,  +0.353
 +1.063,  +0.631,  +1.045
 +0.309,  -0.130,  -0.542
 -1.387,  +2.982,  +0.050
 -1.115,  -0.843,  +0.604
 +0.732,  +0.711,  -0.521
 +0.549,  +0.651,  +0.092
 +0.310,  -1.295,  -0.126
 -0.812,  +1.044,  +2.967
 +0.288,  -0.490,  +0.433
 -0.124,  +0.175,  -0.912
 +0.183,  -0.678,  -0.615
 -1.199,  -0.280,  +0.750
 -1.687,  -0.795,  -0.730
 +1.267,  +0.510,  -1.001
 +3.349,  -0.565,  +0.617
 +1.320,  +0.476,  +0.882
 +1.249,  -0.003,  -0.270
 +0.663,  +0.889,  +0.295
 -1.425,  -0.658,  -0.377
 +1.334,  -2.329,  -0.068
 -0.597,  +0.675,  -0.528
 +0.844,  +0.630,  +0.221
 +0.339,  -0.051,  -0.753
 +1.052,  -0.161,  +1.990
 -0.794,  +1.224,  +1.253
 +1.163,  -0.029,  +0.457
 -0.405,  -1.139,  +0.795
 +0.246,  +0.855,  -0.068
 -0.953,  +0.335,  +0.220
 -0.928,  -1.234,  +0.080
 +1.550,  -0.598,  +0.718
 -0.302,  +0.072,  -0.520
 +0.775,  -0.474,  -0.735
 +0.309,  +0.103,  -0.277
 -0.387,  -0.417,  -0.839
 -0.098,  -0.608,  +0.961
 +1.206,  -0.184,  +0.489
 -0.307,  +0.669,  +0.422
 -1.443,  +0.085,  -0.445
 -0.275,  +0.466,  -0.242
 +0.316,  -0.156,  +0.993
 +0.538,  +1.076,  -1.625
 -0.509,  -0.338,  -1.238
 +0.806,  -0.806,  -0.748
 -1.380,  -0.255,  +1.674
 +1.707,  +0.941,  +0.321
 -1.302,  +0.386,  -0.105
 +0.254,  -0.808,  +0.303
 +0.502,  +1.803,  -0.486
 -1.545,  -1.197,  -1.147
 -1.059,  -0.286,  +0.339
 +1.501,  -0.013,  +1.001
 +0.832,  -0.121,  +1.186
 +0.736,  -0.132,  -2.271
 -0.024,  -0.558,  -1.108
 -0.707,  +1.381,  -1.212
 -0.274,  +1.161,  -0.414
 +1.296,  +0.948,  +0.763
 -0.012,  -0.911,  +0.556
 -2.827,  +1.307,  -1.844
 -0.137,  +0.204,  -0.886
 -1.266,  +1.102,  +0.875
 +0.781,  +0.815,  -0.187
 +0.518,  -1.303,  -1.494
 +0.027,  +0.946,  -0.603
 -0.313,  +0.074,  -0.358
 +0.419,  -0.021,  +1.118
 -3.033,  +0.313,  -2.125
 +0.505,  -0.353,  +0.790
 +0.448,  -1.213,  +0.328
 +1.379,  +2.226,  +0.627
 +1.300,  +0.339,  -0.466
 +1.010,  +1.012,  -0.885
 -0.359,  +0.776,  +1.145
 -0.231,  -1.137,  +1.474
 -0.310,  -0.059,  -1.302
 +0.801,  +1.225,  -0.492
 +0.312,  +0.163,  +0.149
 +0.444,  +0.413,  -1.055
 +0.184,  -0.153,  -0.739
 +0.617,  -0.463,  -0.107
 -1.197,  -1.063,  -0.918
 +0.832,  +1.017,  -0.410
 -1.067,  -0.460,  -2.383
 +0.397,  -0.633,  +0.511
 +0.642,  +0.892,  +1.330
 -0.200,  -0.108,  +1.961
 +0.888,  +0.866,  +0.034
 -1.360,  -1.004,  -0.346
 -1.111,  +0.294,  -0.443
 +0.659,  -0.256,  -0.359
 +1.666,  -0.103,  +0.179
 +2.188,  +1.516,  -1.162
 -0.787,  -1.684,  +0.962
 -0.735,  +1.366,  +0.125
 +0.320,  +0.436,  +2.033
 +1.882,  -2.045,  +0.193
 +0.266,  +0.096,  -1.609
 +0.315,  -0.476,  -0.962
 -0.246,  +0.097,  -2.688
 -0.876,  -0.262,  -0.214
 +0.035,  -0.229,  -1.631
 +0.710,  +0.567,  -0.407
 +3.467,  -0.732,  +1.386
 -1.151,  -1.325,  -2.864
 +1.496,  -0.909,  -0.792
 -0.241,  +0.894,  +0.212
 +1.016,  +1.200,  +0.855
 -0.277,  +1.522,  +0.987
 -0.640,  -1.946,  +1.212
 +1.749,  +0.744,  -0.938
 +0.808,  -0.022,  +0.921
 +0.743,  +0.522,  +1.026
 +0.957,  +0.924,  -1.500
 -0.845,  +0.329,  -0.327
 -0.224,  -1.498,  +0.804
 -0.534,  +1.145,  +0.310
 +0.479,  -1.359,  -0.016
 +0.580,  -1.559,  +1.474
 -0.999,  +0.383,  +0.716
 +0.748,  -0.281,  -0.649
 +2.964,  -1.636,  +1.108
 -1.090,  +0.291,  +0.191
 +1.232,  +0.508,  +0.567
 +0.446,  +0.479,  -0.950
 -0.499,  +0.716,  +0.908
 -0.614,  +0.268,  +0.336
 -1.684,  -0.701,  -1.355
 -1.608,  +1.929,  +0.534
 +0.395,  +1.830,  -1.707
 +0.654,  +1.630,  +0.553
 -0.522,  -1.078,  -1.109
 +0.434,  -0.333,  -1.504
 -1.274,  -0.031,  +0.991
 -0.936,  +0.892,  +0.250
 +0.381,  +0.262,  +0.814
 +0.319,  +0.619,  -0.273
 -0.227,  -0.062,  +0.585
 -0.347,  -0.192,  -0.198
 -1.473,  -0.900,  -1.109
 -1.112,  +0.525,  +0.489
 +0.219,  +0.134,  +0.373
 -0.948,  +0.280,  -0.555
 +1.008,  +0.824,  -0.629
 -0.023,  -0.634,  -1.612
 +1.291,  -0.277,  -0.451
 -0.266,  -0.243,  +1.191
 -0.246,  -0.695,  +0.980
 +1.059,  -0.711,  +1.167
 +0.627,  -0.447,  +0.123
 -0.437,  +1.291,  +2.047
 +1.128,  +1.173,  +0.089
 +1.057,  +1.220,  +0.565
 +0.755,  -0.733,  +0.737
 -1.250,  +0.229,  +0.893
 -1.398,  -0.312,  +0.032
 -0.281,  -0.628,  -1.424
 -1.243,  -0.025,  +0.679
 +0.831,  -1.336,  -0.156
 -1.692,  -0.169,  +1.221
 -0.454,  +1.302,  +0.322
 -0.346,  -0.767,  +0.541
 +0.401,  -1.629,  -0.304
 -0.841,  -0.700,  +1.424
 +1.231,  +1.448,  +0.920
 +1.324,  -1.266,  +0.144
 -0.962,  +1.432,  -1.657
 +0.065,  +0.268,  +0.760
 -0.605,  +0.317,  +0.981
 +0.524,  -0.708,  -1.054
 +1.571,  -0.497,  +1.311
 -1.008,  +1.517,  -0.843
 -0.978,  -0.292,  -0.762
 -0.545,  +0.582,  +0.191
 -1.438,  +0.156,  -1.101
 +0.252,  -0.150,  +0.802
 -0.239,  -0.278,  -0.431
 +1.516,  +0.320,  +0.451
 +0.734,  +0.052,  +0.416
 -1.037,  +0.592,  +1.299
 +1.085,  +0.121,  +0.744
 +0.350,  +0.054,  -0.635
 +1.386,  -0.407,  -0.653
 +0.519,  -0.027,  -0.216
 -0.064,  -0.049,  -0.278
 +0.768,  -1.494,  +3.421
 -0.233,  -0.837,  -0.515
 +0.031,  -0.484,  -0.409
 +0.996,  +0.095,  -0.718
 -1.334,  -1.450,  +1.640
 +0.816,  -0.239,  +0.414
 -0.192,  +0.449,  +0.409
 -0.315,  -0.336,  -0.553
 -0.078,  -0.667,  +0.878
 -0.552,  +0.202,  -0.735
 +0.074,  +0.327,  -0.050
 -1.061,  +0.396,  +0.301
 +0.386,  -1.755,  +2.261
 +0.588,  +0.226,  -0.309
 +2.423,  +0.613,  +0.803
 +0.094,  -1.019,  -1.183
 +0.037,  +0.035,  +1.926
 +0.306,  -1.024,  -1.448
 +1.734,  -0.416,  -1.528
 -0.777,  -0.232,  -1.023
 +0.607,  +0.898,  +0.440
 +0.192,  +0.388,  -0.104
 -0.874,  +1.526,  +0.099
 +0.059,  -1.993,  +0.349
 +2.214,  -2.484,  -2.845
 +0.192,  +0.628,  +1.581
 -1.035,  -0.167,  +0.752
 -0.458,  +0.677,  -0.951
 +0.190,  -0.829,  -1.390
 +1.689,  +0.071,  -1.375
 -0.907,  -1.449,  +0.277
 +1.231,  -1.482,  +0.826
 +1.141,  +0.504,  +1.027
 -1.639,  +1.825,  +0.480
 -0.663,  -1.569,  +0.229
 +1.721,  +1.210,  +0.952
 -1.202,  -0.035,  +0.474
 -0.795,  +0.898,  +1.160
 +0.007,  -0.099,  -0.617
 +0.697,  +0.660,  +0.101
 +2.786,  -0.245,  -0.005
 -0.994,  -0.165,  +0.987
 -0.228,  +0.733,  -1.224
 +0.650,  +2.244,  -0.999
 +0.459,  +0.256,  +1.380
 +1.075,  -0.130,  -0.023
 -0.370,  -1.910,  -0.169
 -0.651,  +0.959,  +0.329
 +0.267,  -1.860,  -0.786
 +0.291,  +0.338,  +1.357
 -0.873,  -0.740,  -1.098
 -1.137,  +0.164,  -0.449
 +0.430,  -0.863,  +1.463
 +0.939,  +1.140,  -0.369
 +0.399,  +0.625,  +0.091
 +0.175,  +0.366,  +0.044
 +1.142,  -0.295,  +1.648
 +0.329,  +1.027,  -0.568
 +0.030,  +0.998,  -2.897
 +1.338,  +0.472,  +2.030
 +1.002,  +1.734,  +1.113
 -1.226,  -1.315,  +1.010
 -1.240,  -0.427,  +0.178
 +2.135,  -0.614,  -1.936
 -0.249,  -1.687,  -0.365
 -1.088,  +1.507,  -0.544
 +0.881,  +0.950,  +1.043
 -0.762,  +1.659,  +0.297
 -0.394,  +0.272,  -0.614
 +0.099,  +0.790,  +0.194
 -0.823,  +0.123,  +1.063
 -0.408,  -0.503,  -0.092
 +1.085,  -1.752,  -0.080
 -0.078,  +0.734,  +1.179
 +1.133,  -1.250,  +1.310
 +0.459,  -0.059,  -0.483
 -1.061,  +1.482,  -0.134
 -0.077,  -1.676,  +0.013
 -0.678,  +0.145,  +0.182
 -0.392,  -0.814,  +0.093
 -1.286,  -1.215,  +0.111
 +1.660,  +0.652,  -1.015
 +0.100,  +0.531,  -0.219
 +1.583,  +0.309,  -0.471
 -1.056,  +1.038,  +0.335
 -0.820,  -1.123,  +1.531
 -0.942,  +2.124,  -1.415
 -0.851,  -0.586,  +1.087
 +1.178,  +0.328,  +0.830
 +0.417,  +0.174,  -0.550
 -0.493,  -0.402,  -1.954
 -0.890,  +0.178,  -0.436
 +0.822,  +0.004,  +0.243
 +0.302,  +0.115,  -0.822
 -1.224,  +0.749,  -3.630
 -1.489,  +0.007,  -0.305
 +0.675,  +0.870,  -1.304
 -2.561,  +0.969,  -1.927
 +1.163,  -1.133,  +1.340
 +0.872,  +0.987,  +0.875
 -0.812,  +0.157,  -0.317
 +0.782,  -0.568,  -1.250
 -0.117,  +0.791,  -0.129
 -0.212,  -0.997,  -0.218
 +0.017,  -1.297,  -0.916
 +0.045,  -0.567,  +0.849
 -0.244,  -0.008,  -0.003
 -2.004,  -0.501,  -0.418
 +1.433,  -0.734,  -0.532
 +1.004,  -0.104,  +2.146
 +0.027,  -1.009,  +0.093
 +0.517,  +0.390,  -1.499
 +0.069,  +0.671,  -0.217
 +1.010,  -0.040,  -0.432
 +0.521,  +0.184,  +0.975
 -0.651,  -0.094,  -0.145
 +0.435,  -0.074,  -1.156
 -0.691,  -0.436,  -0.126
 +0.891,  -0.375,  -0.373
 -1.172,  -0.230,  -1.834
 -0.050,  -2.306,  +0.612
 +0.264,  +0.502,  +0.158
 +1.117,  -0.374,  +1.810
 +0.411,  +1.130,  +0.702
 -0.876,  -0.521,  +0.085
 +0.705,  +0.688,  -1.340
 -0.789,  +1.119,  +0.341
 +1.397,  +0.411,  +0.487
 +1.372,  +1.187,  +0.109
 +0.953,  +1.452,  +0.647
 -1.648,  -0.711,  -0.432
 +0.203,  -1.870,  +0.022
 -1.959,  +0.765,  +0.102
 +1.580,  +2.899,  +0.588
 +0.063,  -2.051,  -0.342
 +0.123,  -1.479,  +0.879
 +0.448,  -0.199,  -0.545
 +0.119,  +0.649,  -0.394
 +0.607,  +0.028,  -0.965
 +1.485,  +1.391,  -0.020
 -0.936,  +2.600,  +0.710
 +0.606,  +1.276,  -0.652
 -0.049,  +0.209,  -0.782
 +2.989,  +0.787,  +1.315
 +0.602,  +0.642,  -1.064
 -0.419,  +0.412,  -1.091
 +1.545,  +0.767,  -0.610
 -0.857,  +1.000,  +0.325
 +1.176,  -0.237,  +0.376
 -2.069,  +1.025,  +1.564
 -1.178,  +0.076,  -0.669
 +0.016,  +0.095,  +1.263
 +0.923,  +1.450,  +0.531
 +1.315,  -0.933,  -1.158
 +0.427,  +0.075,  +2.727
 -1.092,  -0.572,  -2.031
 -0.508,  -0.773,  -1.019
 -0.419,  -1.086,  +0.370
 +0.436,  -0.616,  +1.680
 -0.605,  +0.524,  +1.033
 +0.181,  -0.537,  +0.333
 +0.053,  -0.092,  +1.565
 +0.808,  -0.266,  +1.292
 +0.250,  +1.712,  +0.402
 -1.311,  +1.386,  +1.076
 +1.026,  -0.866,  +0.999
 +0.108,  +0.027,  -0.023
 +0.306,  +0.914,  +1.295
 -0.676,  +0.260,  +1.157
 +0.390,  +0.608,  -0.569
 +1.377,  +2.711,  +0.294
 -0.085,  -3.175,  -0.011
 -1.106,  +2.125,  -0.331
 +0.272,  -0.015,  +0.547
 +0.046,  -1.652,  -1.043
 -1.163,  -0.492,  -0.839
 +0.812,  -0.172,  +0.058
 -1.264,  -0.205,  +0.618
 -0.283,  -1.257,  +0.612
 -0.808,  -0.144,  +0.458
 -0.698,  +1.066,  -0.181
 -0.850,  -2.290,  +1.502
 +0.109,  -1.570,  -0.223
 +0.592,  +1.238,  -1.556
 +1.130,  -1.355,  +1.484
 +0.848,  -1.900,  +1.264
 +0.329,  +0.365,  +0.184
 +0.855,  -0.326,  -0.695
 +2.483,  -0.812,  +1.095
 -1.102,  -0.702,  -0.961
 +1.072,  +0.370,  -1.129
 -0.976,  +0.165,  +0.571
 +0.459,  -0.538,  +0.656
 -0.776,  -0.636,  +1.524
 -0.542,  -1.487,  +0.208
 +0.326,  -0.506,  -1.455
 -0.333,  +1.096,  +1.335
 -0.603,  +0.210,  -1.081
 +0.213,  +1.059,  +0.218
 -0.839,  +0.663,  +0.366
 -0.732,  -0.643,  -0.840
 -0.184,  +0.119,  -0.333
 -1.553,  +0.108,  +1.272
 -1.101,  +1.594,  +0.034
 +1.962,  -0.261,  -1.212
 +1.127,  -1.847,  +2.380
 +0.573,  -0.022,  +1.309
 +0.637,  -0.088,  +0.242
 +0.808,  -0.806,  -1.659
 +0.775,  +0.438,  +1.815
 -0.099,  +0.566,  +1.062
 -0.453,  +0.895,  -1.050
 +0.420,  +0.295,  +1.607
 -0.175,  +0.072,  +0.251
 +0.506,  -1.262,  -0.245
 +0.756,  +0.910,  +1.815
 -0.839,  +1.136,  +0.174
 -0.119,  +0.510,  -1.247
 -0.024,  +0.069,  -2.067
 -0.687,  +0.322,  +1.476
 +0.456,  -0.577,  -0.886
 +0.278,  -0.257,  -0.117
 -2.032,  +0.528,  +0.739
 -1.190,  +0.349,  -1.331
 +1.555,  -1.073,  -0.576
 +0.886,  -0.389,  -0.043
 +1.107,  -1.141,  +1.141
 +1.544,  +1.018,  +1.472
 +1.046,  -0.179,  +0.269
 +0.673,  -1.495,  -2.016
 +0.364,  +0.231,  -0.182
 +0.585,  -0.233,  +0.063
 +1.645,  +0.575,  -0.647
 -0.124,  -0.697,  -1.020
 +1.702,  -0.192,  +0.468
 +0.189,  -0.761,  +0.658
 -0.399,  -1.348,  -0.168
 +1.269,  +1.250,  +1.404
 -0.663,  -1.878,  -0.285
 -0.426,  -0.715,  -0.056
 +1.278,  +0.382,  -1.150
 -0.553,  -0.807,  -1.126
 -1.569,  +0.754,  +0.451
 -0.153,  -0.471,  -0.987
 +0.616,  -0.722,  +0.576
 -0.231,  +0.424,  -0.625
 -0.332,  +0.291,  -0.050
 -2.495,  +0.133,  -0.541
 -1.648,  +1.128,  +0.535
 -1.766,  +1.112,  -0.297
 +1.336,  +0.649,  -0.889
 -0.846,  +2.043,  -0.594
 +0.561,  -1.167,  +0.054
